region_code, weather_param, year, key, value
Wales, Sunshine, 1941, JUL, 189.7
Wales, Sunshine, 1941, AUG, 158.9
Wales, Sunshine, 1941, SEP, 112.8
Wales, Sunshine, 1941, OCT, 103.7
Wales, Sunshine, 1941, NOV, 43.5
Wales, Sunshine, 1941, DEC, 31.9
Wales, Sunshine, 1941, WIN, 156.6
Wales, Sunshine, 1941, SPR, 389.1
Wales, Sunshine, 1941, SUM, 545.2
Wales, Sunshine, 1941, AUT, 260.0
Wales, Sunshine, 1941, ANN, 1343.4
Wales, Sunshine, 1942, JAN, 50.6
Wales, Sunshine, 1942, FEB, 63.0
Wales, Sunshine, 1942, MAR, 83.4
Wales, Sunshine, 1942, APR, 187.3
Wales, Sunshine, 1942, MAY, 193.8
Wales, Sunshine, 1942, JUN, 238.4
Wales, Sunshine, 1942, JUL, 171.1
Wales, Sunshine, 1942, AUG, 124.0
Wales, Sunshine, 1942, SEP, 125.3
Wales, Sunshine, 1942, OCT, 76.7
Wales, Sunshine, 1942, NOV, 54.1
Wales, Sunshine, 1942, DEC, 27.0
Wales, Sunshine, 1942, WIN, 145.5
Wales, Sunshine, 1942, SPR, 464.5
Wales, Sunshine, 1942, SUM, 533.5
Wales, Sunshine, 1942, AUT, 256.2
Wales, Sunshine, 1942, ANN, 1394.8
Wales, Sunshine, 1943, JAN, 37.2
Wales, Sunshine, 1943, FEB, 70.4
Wales, Sunshine, 1943, MAR, 135.4
Wales, Sunshine, 1943, APR, 159.5
Wales, Sunshine, 1943, MAY, 213.4
Wales, Sunshine, 1943, JUN, 196.5
Wales, Sunshine, 1943, JUL, 205.4
Wales, Sunshine, 1943, AUG, 135.3
Wales, Sunshine, 1943, SEP, 120.3
Wales, Sunshine, 1943, OCT, 102.4
Wales, Sunshine, 1943, NOV, 55.9
Wales, Sunshine, 1943, DEC, 49.6
Wales, Sunshine, 1943, WIN, 134.6
Wales, Sunshine, 1943, SPR, 508.3
Wales, Sunshine, 1943, SUM, 537.2
Wales, Sunshine, 1943, AUT, 278.6
Wales, Sunshine, 1943, ANN, 1481.3
Wales, Sunshine, 1944, JAN, 28.4
Wales, Sunshine, 1944, FEB, 73.6
Wales, Sunshine, 1944, MAR, 144.4
Wales, Sunshine, 1944, APR, 153.1
Wales, Sunshine, 1944, MAY, 207.2
Wales, Sunshine, 1944, JUN, 156.4
Wales, Sunshine, 1944, JUL, 99.0
Wales, Sunshine, 1944, AUG, 192.0
Wales, Sunshine, 1944, SEP, 131.3
Wales, Sunshine, 1944, OCT, 92.6
Wales, Sunshine, 1944, NOV, 33.3
Wales, Sunshine, 1944, DEC, 53.7
Wales, Sunshine, 1944, WIN, 151.6
Wales, Sunshine, 1944, SPR, 504.7
Wales, Sunshine, 1944, SUM, 447.5
Wales, Sunshine, 1944, AUT, 257.2
Wales, Sunshine, 1944, ANN, 1365.0
Wales, Sunshine, 1945, JAN, 59.0
Wales, Sunshine, 1945, FEB, 65.2
Wales, Sunshine, 1945, MAR, 118.2
Wales, Sunshine, 1945, APR, 201.1
Wales, Sunshine, 1945, MAY, 155.8
Wales, Sunshine, 1945, JUN, 171.0
Wales, Sunshine, 1945, JUL, 132.8
Wales, Sunshine, 1945, AUG, 164.7
Wales, Sunshine, 1945, SEP, 92.9
Wales, Sunshine, 1945, OCT, 99.4
Wales, Sunshine, 1945, NOV, 49.6
Wales, Sunshine, 1945, DEC, 33.6
Wales, Sunshine, 1945, WIN, 177.8
Wales, Sunshine, 1945, SPR, 475.1
Wales, Sunshine, 1945, SUM, 468.5
Wales, Sunshine, 1945, AUT, 241.9
Wales, Sunshine, 1945, ANN, 1343.2
Wales, Sunshine, 1946, JAN, 53.6
Wales, Sunshine, 1946, FEB, 58.6
Wales, Sunshine, 1946, MAR, 128.8
Wales, Sunshine, 1946, APR, 176.5
Wales, Sunshine, 1946, MAY, 207.2
Wales, Sunshine, 1946, JUN, 153.3
Wales, Sunshine, 1946, JUL, 173.9
Wales, Sunshine, 1946, AUG, 130.7
Wales, Sunshine, 1946, SEP, 94.5
Wales, Sunshine, 1946, OCT, 82.4
Wales, Sunshine, 1946, NOV, 35.4
Wales, Sunshine, 1946, DEC, 52.8
Wales, Sunshine, 1946, WIN, 145.8
Wales, Sunshine, 1946, SPR, 512.5
Wales, Sunshine, 1946, SUM, 457.9
Wales, Sunshine, 1946, AUT, 212.2
Wales, Sunshine, 1946, ANN, 1347.6
Wales, Sunshine, 1947, JAN, 47.6
Wales, Sunshine, 1947, FEB, 41.4
Wales, Sunshine, 1947, MAR, 68.7
Wales, Sunshine, 1947, APR, 142.2
Wales, Sunshine, 1947, MAY, 156.8
Wales, Sunshine, 1947, JUN, 153.5
Wales, Sunshine, 1947, JUL, 146.2
Wales, Sunshine, 1947, AUG, 270.8
Wales, Sunshine, 1947, SEP, 120.3
Wales, Sunshine, 1947, OCT, 117.1
Wales, Sunshine, 1947, NOV, 60.4
Wales, Sunshine, 1947, DEC, 28.1
Wales, Sunshine, 1947, WIN, 141.7
Wales, Sunshine, 1947, SPR, 367.7
Wales, Sunshine, 1947, SUM, 570.5
Wales, Sunshine, 1947, AUT, 297.9
Wales, Sunshine, 1947, ANN, 1353.2
Wales, Sunshine, 1948, JAN, 38.6
Wales, Sunshine, 1948, FEB, 72.9
Wales, Sunshine, 1948, MAR, 170.0
Wales, Sunshine, 1948, APR, 181.7
Wales, Sunshine, 1948, MAY, 265.4
Wales, Sunshine, 1948, JUN, 148.3
Wales, Sunshine, 1948, JUL, 157.6
Wales, Sunshine, 1948, AUG, 122.1
Wales, Sunshine, 1948, SEP, 103.6
Wales, Sunshine, 1948, OCT, 85.1
Wales, Sunshine, 1948, NOV, 62.1
Wales, Sunshine, 1948, DEC, 63.9
Wales, Sunshine, 1948, WIN, 139.6
Wales, Sunshine, 1948, SPR, 617.1
Wales, Sunshine, 1948, SUM, 428.0
Wales, Sunshine, 1948, AUT, 250.7
Wales, Sunshine, 1948, ANN, 1471.2
Wales, Sunshine, 1949, JAN, 44.9
Wales, Sunshine, 1949, FEB, 93.5
Wales, Sunshine, 1949, MAR, 141.1
Wales, Sunshine, 1949, APR, 144.7
Wales, Sunshine, 1949, MAY, 224.4
Wales, Sunshine, 1949, JUN, 256.3
Wales, Sunshine, 1949, JUL, 227.6
Wales, Sunshine, 1949, AUG, 188.9
Wales, Sunshine, 1949, SEP, 152.4
Wales, Sunshine, 1949, OCT, 83.7
Wales, Sunshine, 1949, NOV, 52.9
Wales, Sunshine, 1949, DEC, 37.3
Wales, Sunshine, 1949, WIN, 202.3
Wales, Sunshine, 1949, SPR, 510.2
Wales, Sunshine, 1949, SUM, 672.9
Wales, Sunshine, 1949, AUT, 289.0
Wales, Sunshine, 1949, ANN, 1647.7
Wales, Sunshine, 1950, JAN, 46.2
Wales, Sunshine, 1950, FEB, 48.1
Wales, Sunshine, 1950, MAR, 123.1
Wales, Sunshine, 1950, APR, 141.5
Wales, Sunshine, 1950, MAY, 199.5
Wales, Sunshine, 1950, JUN, 219.5
Wales, Sunshine, 1950, JUL, 169.0
Wales, Sunshine, 1950, AUG, 158.1
Wales, Sunshine, 1950, SEP, 98.1
Wales, Sunshine, 1950, OCT, 93.1
Wales, Sunshine, 1950, NOV, 57.5
Wales, Sunshine, 1950, DEC, 39.6
Wales, Sunshine, 1950, WIN, 131.5
Wales, Sunshine, 1950, SPR, 464.1
Wales, Sunshine, 1950, SUM, 546.6
Wales, Sunshine, 1950, AUT, 248.7
Wales, Sunshine, 1950, ANN, 1393.3
Wales, Sunshine, 1951, JAN, 39.4
Wales, Sunshine, 1951, FEB, 73.7
Wales, Sunshine, 1951, MAR, 82.9
Wales, Sunshine, 1951, APR, 187.6
Wales, Sunshine, 1951, MAY, 175.0
Wales, Sunshine, 1951, JUN, 219.8
Wales, Sunshine, 1951, JUL, 194.0
Wales, Sunshine, 1951, AUG, 142.4
Wales, Sunshine, 1951, SEP, 82.4
Wales, Sunshine, 1951, OCT, 112.3
Wales, Sunshine, 1951, NOV, 51.4
Wales, Sunshine, 1951, DEC, 44.8
Wales, Sunshine, 1951, WIN, 152.7
Wales, Sunshine, 1951, SPR, 445.5
Wales, Sunshine, 1951, SUM, 556.3
Wales, Sunshine, 1951, AUT, 246.2
Wales, Sunshine, 1951, ANN, 1405.8
Wales, Sunshine, 1952, JAN, 61.4
Wales, Sunshine, 1952, FEB, 83.0
Wales, Sunshine, 1952, MAR, 98.6
Wales, Sunshine, 1952, APR, 142.9
Wales, Sunshine, 1952, MAY, 189.3
Wales, Sunshine, 1952, JUN, 178.8
Wales, Sunshine, 1952, JUL, 151.8
Wales, Sunshine, 1952, AUG, 152.5
Wales, Sunshine, 1952, SEP, 122.7
Wales, Sunshine, 1952, OCT, 103.4
Wales, Sunshine, 1952, NOV, 65.8
Wales, Sunshine, 1952, DEC, 44.4
Wales, Sunshine, 1952, WIN, 189.2
Wales, Sunshine, 1952, SPR, 430.8
Wales, Sunshine, 1952, SUM, 483.0
Wales, Sunshine, 1952, AUT, 291.9
Wales, Sunshine, 1952, ANN, 1394.5
Wales, Sunshine, 1953, JAN, 41.5
Wales, Sunshine, 1953, FEB, 57.2
Wales, Sunshine, 1953, MAR, 150.6
Wales, Sunshine, 1953, APR, 189.8
Wales, Sunshine, 1953, MAY, 208.5
Wales, Sunshine, 1953, JUN, 174.4
Wales, Sunshine, 1953, JUL, 186.7
Wales, Sunshine, 1953, AUG, 173.5
Wales, Sunshine, 1953, SEP, 125.4
Wales, Sunshine, 1953, OCT, 105.5
Wales, Sunshine, 1953, NOV, 49.2
Wales, Sunshine, 1953, DEC, 31.6
Wales, Sunshine, 1953, WIN, 143.1
Wales, Sunshine, 1953, SPR, 548.8
Wales, Sunshine, 1953, SUM, 534.5
Wales, Sunshine, 1953, AUT, 280.1
Wales, Sunshine, 1953, ANN, 1493.7
Wales, Sunshine, 1954, JAN, 49.3
Wales, Sunshine, 1954, FEB, 74.5
Wales, Sunshine, 1954, MAR, 109.7
Wales, Sunshine, 1954, APR, 208.0
Wales, Sunshine, 1954, MAY, 158.3
Wales, Sunshine, 1954, JUN, 146.4
Wales, Sunshine, 1954, JUL, 109.9
Wales, Sunshine, 1954, AUG, 126.2
Wales, Sunshine, 1954, SEP, 155.3
Wales, Sunshine, 1954, OCT, 59.0
Wales, Sunshine, 1954, NOV, 46.2
Wales, Sunshine, 1954, DEC, 35.1
Wales, Sunshine, 1954, WIN, 155.5
Wales, Sunshine, 1954, SPR, 476.0
Wales, Sunshine, 1954, SUM, 382.5
Wales, Sunshine, 1954, AUT, 260.4
Wales, Sunshine, 1954, ANN, 1277.9
Wales, Sunshine, 1955, JAN, 34.3
Wales, Sunshine, 1955, FEB, 80.8
Wales, Sunshine, 1955, MAR, 166.0
Wales, Sunshine, 1955, APR, 164.6
Wales, Sunshine, 1955, MAY, 189.8
Wales, Sunshine, 1955, JUN, 135.0
Wales, Sunshine, 1955, JUL, 297.6
Wales, Sunshine, 1955, AUG, 223.9
Wales, Sunshine, 1955, SEP, 155.9
Wales, Sunshine, 1955, OCT, 110.5
Wales, Sunshine, 1955, NOV, 66.9
Wales, Sunshine, 1955, DEC, 28.4
Wales, Sunshine, 1955, WIN, 150.2
Wales, Sunshine, 1955, SPR, 520.3
Wales, Sunshine, 1955, SUM, 656.5
Wales, Sunshine, 1955, AUT, 333.3
Wales, Sunshine, 1955, ANN, 1653.6
Wales, Sunshine, 1956, JAN, 47.2
Wales, Sunshine, 1956, FEB, 88.5
Wales, Sunshine, 1956, MAR, 146.7
Wales, Sunshine, 1956, APR, 172.5
Wales, Sunshine, 1956, MAY, 230.9
Wales, Sunshine, 1956, JUN, 180.0
Wales, Sunshine, 1956, JUL, 154.6
Wales, Sunshine, 1956, AUG, 158.9
Wales, Sunshine, 1956, SEP, 76.4
Wales, Sunshine, 1956, OCT, 102.7
Wales, Sunshine, 1956, NOV, 46.8
Wales, Sunshine, 1956, DEC, 24.1
Wales, Sunshine, 1956, WIN, 164.1
Wales, Sunshine, 1956, SPR, 550.1
Wales, Sunshine, 1956, SUM, 493.5
Wales, Sunshine, 1956, AUT, 225.9
Wales, Sunshine, 1956, ANN, 1429.2
Wales, Sunshine, 1957, JAN, 41.3
Wales, Sunshine, 1957, FEB, 81.3
Wales, Sunshine, 1957, MAR, 87.5
Wales, Sunshine, 1957, APR, 163.1
Wales, Sunshine, 1957, MAY, 219.6
Wales, Sunshine, 1957, JUN, 286.2
Wales, Sunshine, 1957, JUL, 131.8
Wales, Sunshine, 1957, AUG, 137.6
Wales, Sunshine, 1957, SEP, 95.8
Wales, Sunshine, 1957, OCT, 71.0
Wales, Sunshine, 1957, NOV, 60.7
Wales, Sunshine, 1957, DEC, 54.1
Wales, Sunshine, 1957, WIN, 146.7
Wales, Sunshine, 1957, SPR, 470.2
Wales, Sunshine, 1957, SUM, 555.6
Wales, Sunshine, 1957, AUT, 227.5
Wales, Sunshine, 1957, ANN, 1430.0
Wales, Sunshine, 1958, JAN, 46.5
Wales, Sunshine, 1958, FEB, 50.9
Wales, Sunshine, 1958, MAR, 112.2
Wales, Sunshine, 1958, APR, 144.7
Wales, Sunshine, 1958, MAY, 164.9
Wales, Sunshine, 1958, JUN, 152.6
Wales, Sunshine, 1958, JUL, 147.4
Wales, Sunshine, 1958, AUG, 107.1
Wales, Sunshine, 1958, SEP, 105.7
Wales, Sunshine, 1958, OCT, 82.3
Wales, Sunshine, 1958, NOV, 41.0
Wales, Sunshine, 1958, DEC, 30.0
Wales, Sunshine, 1958, WIN, 151.5
Wales, Sunshine, 1958, SPR, 421.7
Wales, Sunshine, 1958, SUM, 407.1
Wales, Sunshine, 1958, AUT, 229.1
Wales, Sunshine, 1958, ANN, 1185.2
Wales, Sunshine, 1959, JAN, 69.1
Wales, Sunshine, 1959, FEB, 77.9
Wales, Sunshine, 1959, MAR, 93.7
Wales, Sunshine, 1959, APR, 126.2
Wales, Sunshine, 1959, MAY, 221.2
Wales, Sunshine, 1959, JUN, 228.3
Wales, Sunshine, 1959, JUL, 208.0
Wales, Sunshine, 1959, AUG, 192.9
Wales, Sunshine, 1959, SEP, 197.3
Wales, Sunshine, 1959, OCT, 114.9
Wales, Sunshine, 1959, NOV, 45.1
Wales, Sunshine, 1959, DEC, 27.5
Wales, Sunshine, 1959, WIN, 177.0
Wales, Sunshine, 1959, SPR, 441.1
Wales, Sunshine, 1959, SUM, 629.3
Wales, Sunshine, 1959, AUT, 357.3
Wales, Sunshine, 1959, ANN, 1602.1
Wales, Sunshine, 1960, JAN, 38.0
Wales, Sunshine, 1960, FEB, 70.7
Wales, Sunshine, 1960, MAR, 82.9
Wales, Sunshine, 1960, APR, 173.0
Wales, Sunshine, 1960, MAY, 175.0
Wales, Sunshine, 1960, JUN, 243.0
Wales, Sunshine, 1960, JUL, 151.3
Wales, Sunshine, 1960, AUG, 154.9
Wales, Sunshine, 1960, SEP, 124.3
Wales, Sunshine, 1960, OCT, 69.8
Wales, Sunshine, 1960, NOV, 53.4
Wales, Sunshine, 1960, DEC, 55.7
Wales, Sunshine, 1960, WIN, 136.1
Wales, Sunshine, 1960, SPR, 430.9
Wales, Sunshine, 1960, SUM, 549.2
Wales, Sunshine, 1960, AUT, 247.4
Wales, Sunshine, 1960, ANN, 1391.9
Wales, Sunshine, 1961, JAN, 33.4
Wales, Sunshine, 1961, FEB, 52.4
Wales, Sunshine, 1961, MAR, 113.5
Wales, Sunshine, 1961, APR, 97.4
Wales, Sunshine, 1961, MAY, 212.6
Wales, Sunshine, 1961, JUN, 211.9
Wales, Sunshine, 1961, JUL, 164.8
Wales, Sunshine, 1961, AUG, 159.7
Wales, Sunshine, 1961, SEP, 120.2
Wales, Sunshine, 1961, OCT, 87.5
Wales, Sunshine, 1961, NOV, 61.1
Wales, Sunshine, 1961, DEC, 55.8
Wales, Sunshine, 1961, WIN, 141.5
Wales, Sunshine, 1961, SPR, 423.4
Wales, Sunshine, 1961, SUM, 536.4
Wales, Sunshine, 1961, AUT, 268.8
Wales, Sunshine, 1961, ANN, 1370.3
Wales, Sunshine, 1962, JAN, 47.5
Wales, Sunshine, 1962, FEB, 63.5
Wales, Sunshine, 1962, MAR, 121.8
Wales, Sunshine, 1962, APR, 163.4
Wales, Sunshine, 1962, MAY, 168.5
Wales, Sunshine, 1962, JUN, 221.5
Wales, Sunshine, 1962, JUL, 136.5
Wales, Sunshine, 1962, AUG, 136.1
Wales, Sunshine, 1962, SEP, 97.6
Wales, Sunshine, 1962, OCT, 116.2
Wales, Sunshine, 1962, NOV, 44.0
Wales, Sunshine, 1962, DEC, 56.6
Wales, Sunshine, 1962, WIN, 166.8
Wales, Sunshine, 1962, SPR, 453.7
Wales, Sunshine, 1962, SUM, 494.1
Wales, Sunshine, 1962, AUT, 257.8
Wales, Sunshine, 1962, ANN, 1373.2
Wales, Sunshine, 1963, JAN, 70.4
Wales, Sunshine, 1963, FEB, 89.0
Wales, Sunshine, 1963, MAR, 99.0
Wales, Sunshine, 1963, APR, 110.3
Wales, Sunshine, 1963, MAY, 171.1
Wales, Sunshine, 1963, JUN, 184.2
Wales, Sunshine, 1963, JUL, 151.3
Wales, Sunshine, 1963, AUG, 121.6
Wales, Sunshine, 1963, SEP, 130.8
Wales, Sunshine, 1963, OCT, 68.7
Wales, Sunshine, 1963, NOV, 53.4
Wales, Sunshine, 1963, DEC, 53.4
Wales, Sunshine, 1963, WIN, 216.1
Wales, Sunshine, 1963, SPR, 380.5
Wales, Sunshine, 1963, SUM, 457.0
Wales, Sunshine, 1963, AUT, 252.9
Wales, Sunshine, 1963, ANN, 1303.3
Wales, Sunshine, 1964, JAN, 35.3
Wales, Sunshine, 1964, FEB, 55.9
Wales, Sunshine, 1964, MAR, 81.9
Wales, Sunshine, 1964, APR, 122.1
Wales, Sunshine, 1964, MAY, 161.0
Wales, Sunshine, 1964, JUN, 131.0
Wales, Sunshine, 1964, JUL, 146.9
Wales, Sunshine, 1964, AUG, 179.2
Wales, Sunshine, 1964, SEP, 154.6
Wales, Sunshine, 1964, OCT, 93.8
Wales, Sunshine, 1964, NOV, 59.0
Wales, Sunshine, 1964, DEC, 41.4
Wales, Sunshine, 1964, WIN, 144.6
Wales, Sunshine, 1964, SPR, 365.0
Wales, Sunshine, 1964, SUM, 457.1
Wales, Sunshine, 1964, AUT, 307.4
Wales, Sunshine, 1964, ANN, 1262.0
Wales, Sunshine, 1965, JAN, 59.8
Wales, Sunshine, 1965, FEB, 40.8
Wales, Sunshine, 1965, MAR, 124.0
Wales, Sunshine, 1965, APR, 156.9
Wales, Sunshine, 1965, MAY, 154.8
Wales, Sunshine, 1965, JUN, 170.9
Wales, Sunshine, 1965, JUL, 127.9
Wales, Sunshine, 1965, AUG, 174.4
Wales, Sunshine, 1965, SEP, 92.6
Wales, Sunshine, 1965, OCT, 116.7
Wales, Sunshine, 1965, NOV, 68.9
Wales, Sunshine, 1965, DEC, 46.1
Wales, Sunshine, 1965, WIN, 142.0
Wales, Sunshine, 1965, SPR, 435.6
Wales, Sunshine, 1965, SUM, 473.2
Wales, Sunshine, 1965, AUT, 278.1
Wales, Sunshine, 1965, ANN, 1333.7
Wales, Sunshine, 1966, JAN, 37.0
Wales, Sunshine, 1966, FEB, 35.7
Wales, Sunshine, 1966, MAR, 101.2
Wales, Sunshine, 1966, APR, 97.9
Wales, Sunshine, 1966, MAY, 221.1
Wales, Sunshine, 1966, JUN, 141.2
Wales, Sunshine, 1966, JUL, 162.4
Wales, Sunshine, 1966, AUG, 168.1
Wales, Sunshine, 1966, SEP, 146.1
Wales, Sunshine, 1966, OCT, 92.7
Wales, Sunshine, 1966, NOV, 44.2
Wales, Sunshine, 1966, DEC, 32.2
Wales, Sunshine, 1966, WIN, 118.9
Wales, Sunshine, 1966, SPR, 420.2
Wales, Sunshine, 1966, SUM, 471.7
Wales, Sunshine, 1966, AUT, 283.0
Wales, Sunshine, 1966, ANN, 1279.9
Wales, Sunshine, 1967, JAN, 47.2
Wales, Sunshine, 1967, FEB, 74.9
Wales, Sunshine, 1967, MAR, 136.2
Wales, Sunshine, 1967, APR, 120.6
Wales, Sunshine, 1967, MAY, 148.6
Wales, Sunshine, 1967, JUN, 211.1
Wales, Sunshine, 1967, JUL, 163.3
Wales, Sunshine, 1967, AUG, 149.0
Wales, Sunshine, 1967, SEP, 126.1
Wales, Sunshine, 1967, OCT, 67.6
Wales, Sunshine, 1967, NOV, 72.4
Wales, Sunshine, 1967, DEC, 44.2
Wales, Sunshine, 1967, WIN, 154.2
Wales, Sunshine, 1967, SPR, 405.5
Wales, Sunshine, 1967, SUM, 523.4
Wales, Sunshine, 1967, AUT, 266.2
Wales, Sunshine, 1967, ANN, 1361.3
Wales, Sunshine, 1968, JAN, 28.0
Wales, Sunshine, 1968, FEB, 81.6
Wales, Sunshine, 1968, MAR, 112.9
Wales, Sunshine, 1968, APR, 159.6
Wales, Sunshine, 1968, MAY, 150.5
Wales, Sunshine, 1968, JUN, 187.9
Wales, Sunshine, 1968, JUL, 174.9
Wales, Sunshine, 1968, AUG, 160.4
Wales, Sunshine, 1968, SEP, 105.0
Wales, Sunshine, 1968, OCT, 49.6
Wales, Sunshine, 1968, NOV, 49.4
Wales, Sunshine, 1968, DEC, 36.5
Wales, Sunshine, 1968, WIN, 153.8
Wales, Sunshine, 1968, SPR, 423.0
Wales, Sunshine, 1968, SUM, 523.2
Wales, Sunshine, 1968, AUT, 204.0
Wales, Sunshine, 1968, ANN, 1296.3
Wales, Sunshine, 1969, JAN, 28.2
Wales, Sunshine, 1969, FEB, 54.3
Wales, Sunshine, 1969, MAR, 92.6
Wales, Sunshine, 1969, APR, 187.6
Wales, Sunshine, 1969, MAY, 131.7
Wales, Sunshine, 1969, JUN, 246.5
Wales, Sunshine, 1969, JUL, 186.4
Wales, Sunshine, 1969, AUG, 141.3
Wales, Sunshine, 1969, SEP, 82.3
Wales, Sunshine, 1969, OCT, 98.3
Wales, Sunshine, 1969, NOV, 61.4
Wales, Sunshine, 1969, DEC, 34.6
Wales, Sunshine, 1969, WIN, 118.9
Wales, Sunshine, 1969, SPR, 411.9
Wales, Sunshine, 1969, SUM, 574.2
Wales, Sunshine, 1969, AUT, 241.9
Wales, Sunshine, 1969, ANN, 1345.1
Wales, Sunshine, 1970, JAN, 31.1
Wales, Sunshine, 1970, FEB, 86.4
Wales, Sunshine, 1970, MAR, 102.8
Wales, Sunshine, 1970, APR, 127.3
Wales, Sunshine, 1970, MAY, 158.8
Wales, Sunshine, 1970, JUN, 209.5
Wales, Sunshine, 1970, JUL, 135.1
Wales, Sunshine, 1970, AUG, 145.1
Wales, Sunshine, 1970, SEP, 115.1
Wales, Sunshine, 1970, OCT, 81.4
Wales, Sunshine, 1970, NOV, 43.1
Wales, Sunshine, 1970, DEC, 49.9
Wales, Sunshine, 1970, WIN, 152.1
Wales, Sunshine, 1970, SPR, 388.8
Wales, Sunshine, 1970, SUM, 489.7
Wales, Sunshine, 1970, AUT, 239.6
Wales, Sunshine, 1970, ANN, 1285.5
Wales, Sunshine, 1971, JAN, 30.7
Wales, Sunshine, 1971, FEB, 53.9
Wales, Sunshine, 1971, MAR, 78.2
Wales, Sunshine, 1971, APR, 123.9
Wales, Sunshine, 1971, MAY, 224.6
Wales, Sunshine, 1971, JUN, 130.5
Wales, Sunshine, 1971, JUL, 236.3
Wales, Sunshine, 1971, AUG, 125.4
Wales, Sunshine, 1971, SEP, 164.3
Wales, Sunshine, 1971, OCT, 116.3
Wales, Sunshine, 1971, NOV, 62.9
Wales, Sunshine, 1971, DEC, 29.5
Wales, Sunshine, 1971, WIN, 134.5
Wales, Sunshine, 1971, SPR, 426.7
Wales, Sunshine, 1971, SUM, 492.3
Wales, Sunshine, 1971, AUT, 343.4
Wales, Sunshine, 1971, ANN, 1376.5
Wales, Sunshine, 1972, JAN, 39.7
Wales, Sunshine, 1972, FEB, 45.0
Wales, Sunshine, 1972, MAR, 125.5
Wales, Sunshine, 1972, APR, 146.3
Wales, Sunshine, 1972, MAY, 132.9
Wales, Sunshine, 1972, JUN, 121.6
Wales, Sunshine, 1972, JUL, 165.3
Wales, Sunshine, 1972, AUG, 179.9
Wales, Sunshine, 1972, SEP, 143.7
Wales, Sunshine, 1972, OCT, 88.0
Wales, Sunshine, 1972, NOV, 59.5
Wales, Sunshine, 1972, DEC, 32.2
Wales, Sunshine, 1972, WIN, 114.2
Wales, Sunshine, 1972, SPR, 404.7
Wales, Sunshine, 1972, SUM, 466.9
Wales, Sunshine, 1972, AUT, 291.2
Wales, Sunshine, 1972, ANN, 1279.7
Wales, Sunshine, 1973, JAN, 30.1
Wales, Sunshine, 1973, FEB, 59.4
Wales, Sunshine, 1973, MAR, 139.0
Wales, Sunshine, 1973, APR, 165.7
Wales, Sunshine, 1973, MAY, 151.4
Wales, Sunshine, 1973, JUN, 196.9
Wales, Sunshine, 1973, JUL, 158.4
Wales, Sunshine, 1973, AUG, 161.7
Wales, Sunshine, 1973, SEP, 128.7
Wales, Sunshine, 1973, OCT, 82.9
Wales, Sunshine, 1973, NOV, 59.6
Wales, Sunshine, 1973, DEC, 41.4
Wales, Sunshine, 1973, WIN, 121.7
Wales, Sunshine, 1973, SPR, 456.1
Wales, Sunshine, 1973, SUM, 517.0
Wales, Sunshine, 1973, AUT, 271.2
Wales, Sunshine, 1973, ANN, 1375.2
Wales, Sunshine, 1974, JAN, 38.9
Wales, Sunshine, 1974, FEB, 58.6
Wales, Sunshine, 1974, MAR, 105.7
Wales, Sunshine, 1974, APR, 172.5
Wales, Sunshine, 1974, MAY, 173.7
Wales, Sunshine, 1974, JUN, 186.5
Wales, Sunshine, 1974, JUL, 135.5
Wales, Sunshine, 1974, AUG, 162.8
Wales, Sunshine, 1974, SEP, 104.8
Wales, Sunshine, 1974, OCT, 77.0
Wales, Sunshine, 1974, NOV, 48.1
Wales, Sunshine, 1974, DEC, 28.0
Wales, Sunshine, 1974, WIN, 138.9
Wales, Sunshine, 1974, SPR, 451.8
Wales, Sunshine, 1974, SUM, 484.8
Wales, Sunshine, 1974, AUT, 229.9
Wales, Sunshine, 1974, ANN, 1291.9
Wales, Sunshine, 1975, JAN, 29.7
Wales, Sunshine, 1975, FEB, 87.1
Wales, Sunshine, 1975, MAR, 99.4
Wales, Sunshine, 1975, APR, 131.6
Wales, Sunshine, 1975, MAY, 231.9
Wales, Sunshine, 1975, JUN, 262.1
Wales, Sunshine, 1975, JUL, 178.9
Wales, Sunshine, 1975, AUG, 197.1
Wales, Sunshine, 1975, SEP, 135.8
Wales, Sunshine, 1975, OCT, 118.6
Wales, Sunshine, 1975, NOV, 61.5
Wales, Sunshine, 1975, DEC, 26.2
Wales, Sunshine, 1975, WIN, 144.8
Wales, Sunshine, 1975, SPR, 462.9
Wales, Sunshine, 1975, SUM, 638.0
Wales, Sunshine, 1975, AUT, 315.8
Wales, Sunshine, 1975, ANN, 1559.8
Wales, Sunshine, 1976, JAN, 35.1
Wales, Sunshine, 1976, FEB, 58.1
Wales, Sunshine, 1976, MAR, 103.5
Wales, Sunshine, 1976, APR, 155.3
Wales, Sunshine, 1976, MAY, 152.4
Wales, Sunshine, 1976, JUN, 213.6
Wales, Sunshine, 1976, JUL, 211.0
Wales, Sunshine, 1976, AUG, 256.4
Wales, Sunshine, 1976, SEP, 84.7
Wales, Sunshine, 1976, OCT, 64.4
Wales, Sunshine, 1976, NOV, 60.4
Wales, Sunshine, 1976, DEC, 44.0
Wales, Sunshine, 1976, WIN, 119.4
Wales, Sunshine, 1976, SPR, 411.3
Wales, Sunshine, 1976, SUM, 681.0
Wales, Sunshine, 1976, AUT, 209.5
Wales, Sunshine, 1976, ANN, 1438.8
Wales, Sunshine, 1977, JAN, 38.5
Wales, Sunshine, 1977, FEB, 55.5
